date,temperature_2m_mean_central_iowa,temperature_2m_max_central_iowa,temperature_2m_min_central_iowa,precipitation_sum_central_iowa,soil_moisture_0_to_7cm_mean_central_iowa,soil_moisture_7_to_28cm_mean_central_iowa,soil_moisture_28_to_100cm_mean_central_iowa,soil_moisture_0_to_100cm_mean_central_iowa,soil_temperature_0_to_7cm_mean_central_iowa,et0_fao_evapotranspiration_sum_central_iowa,relative_humidity_2m_mean_central_iowa,vapour_pressure_deficit_max_central_iowa,wet_bulb_temperature_2m_mean_central_iowa,snowfall_water_equivalent_sum_central_iowa,wind_speed_10m_max_central_iowa,temperature_2m_mean_central_illinois,temperature_2m_max_central_illinois,temperature_2m_min_central_illinois,precipitation_sum_central_illinois,soil_moisture_0_to_7cm_mean_central_illinois,soil_moisture_7_to_28cm_mean_central_illinois,soil_moisture_28_to_100cm_mean_central_illinois,soil_moisture_0_to_100cm_mean_central_illinois,soil_temperature_0_to_7cm_mean_central_illinois,et0_fao_evapotranspiration_sum_central_illinois,relative_humidity_2m_mean_central_illinois,vapour_pressure_deficit_max_central_illinois,wet_bulb_temperature_2m_mean_central_illinois,snowfall_water_equivalent_sum_central_illinois,wind_speed_10m_max_central_illinois,temperature_2m_mean_central_indiana,temperature_2m_max_central_indiana,temperature_2m_min_central_indiana,precipitation_sum_central_indiana,soil_moisture_0_to_7cm_mean_central_indiana,soil_moisture_7_to_28cm_mean_central_indiana,soil_moisture_28_to_100cm_mean_central_indiana,soil_moisture_0_to_100cm_mean_central_indiana,soil_temperature_0_to_7cm_mean_central_indiana,et0_fao_evapotranspiration_sum_central_indiana,relative_humidity_2m_mean_central_indiana,vapour_pressure_deficit_max_central_indiana,wet_bulb_temperature_2m_mean_central_indiana,snowfall_water_equivalent_sum_central_indiana,wind_speed_10m_max_central_indiana,temperature_2m_mean_mato_grosso,temperature_2m_max_mato_grosso,temperature_2m_min_mato_grosso,precipitation_sum_mato_grosso,soil_moisture_0_to_7cm_mean_mato_grosso,soil_moisture_7_to_28cm_mean_mato_grosso,soil_moisture_28_to_100cm_mean_mato_grosso,soil_moisture_0_to_100cm_mean_mato_grosso,soil_temperature_0_to_7cm_mean_mato_grosso,et0_fao_evapotranspiration_sum_mato_grosso,relative_humidity_2m_mean_mato_grosso,vapour_pressure_deficit_max_mato_grosso,wet_bulb_temperature_2m_mean_mato_grosso,snowfall_water_equivalent_sum_mato_grosso,wind_speed_10m_max_mato_grosso,temperature_2m_mean_parana,temperature_2m_max_parana,temperature_2m_min_parana,precipitation_sum_parana,soil_moisture_0_to_7cm_mean_parana,soil_moisture_7_to_28cm_mean_parana,soil_moisture_28_to_100cm_mean_parana,soil_moisture_0_to_100cm_mean_parana,soil_temperature_0_to_7cm_mean_parana,et0_fao_evapotranspiration_sum_parana,relative_humidity_2m_mean_parana,vapour_pressure_deficit_max_parana,wet_bulb_temperature_2m_mean_parana,snowfall_water_equivalent_sum_parana,wind_speed_10m_max_parana
2005-01-11,-4.697167,-1.3805,-6.2805004,1.2,0.34179166,0.34179166,0.32299998,0.3282617,-1.2784166,0.27230608,91.505775,0.046622336,-5.4488425,1.1,17.10284,3.5857503,5.0045004,2.7045,3.3,0.4125,0.39816675,0.4076666,0.40601003,3.0461667,0.24341859,97.327644,0.04552579,3.2407253,0.0,10.163227,6.3990836,9.222,3.172,30.500002,0.42083332,0.41041663,0.41487506,0.41435587,4.947001,0.24626204,96.7478,0.13266891,6.023697,0.0,13.363711,24.640501,29.778,21.678,5.7,0.4692916,0.48808327,0.48758328,0.4864079,25.317581,3.7453172,90.02305,1.4005616,23.277794,0.0,7.729527,20.659082,24.5195,18.2695,19.099998,0.4777083,0.4943334,0.4607916,0.46901956,21.740334,2.9350922,91.296745,0.6636934,19.54688,0.0,11.879999
2005-01-12,-1.8575834,-0.88049996,-4.3805003,1.1,0.34045842,0.34066674,0.32299998,0.32793218,-1.1388334,0.31881362,92.86267,0.06094545,-2.5402565,1.2,19.64228,12.6545,18.2045,5.4545,12.200001,0.42108333,0.4197501,0.40812504,0.41147336,8.383667,0.83139247,92.96032,0.4496243,11.788564,0.0,33.82659,14.57825,17.422,9.922,21.2,0.41733336,0.42325,0.43412492,0.43066585,10.3740835,0.79791236,92.79368,0.40421045,13.713305,0.0,29.660152,25.253,28.578,22.678,9.099999,0.47462496,0.48758337,0.4893334,0.4879363,25.6155,3.59327,90.40147,1.0691938,23.950987,0.0,6.12,21.371584,24.7195,18.119501,0.3,0.4760418,0.48654163,0.46729168,0.47194663,21.72992,3.5207114,78.91751,1.1064563,18.64419,0.0,15.517629
2005-01-13,-11.530499,-4.4305,-20.280499,0.0,0.33924988,0.3396666,0.32299998,0.3276375,-1.1055001,0.40192991,77.71201,0.06651327,-12.712773,0.0,32.361977,1.2378331,13.804501,-8.195499,35.300003,0.42070833,0.427375,0.42995834,0.42876837,4.696166,0.46509802,84.59995,0.16674727,0.06863443,3.3,25.488914,9.028251,16.272001,-0.67800003,32.499996,0.41637504,0.416375,0.43325004,0.42852506,9.503251,0.65493447,88.09738,0.4297315,7.721935,4.2000003,36.35109,24.257166,25.828,22.678,13.7,0.4799167,0.4957917,0.4933332,0.49291041,24.903,2.1759026,93.49412,0.4444201,23.421051,0.0,7.5942082,21.404917,25.5195,17.119501,0.0,0.4581666,0.47383335,0.46620837,0.46724668,22.065332,4.8627234,72.4851,1.4290687,17.81507,0.0,10.739833
2005-01-14,-22.970083,-20.1805,-26.7305,0.0,0.33799994,0.33870825,0.32358328,0.32776868,-1.3471667,0.27084827,70.482155,0.0411458,-23.762629,0.0,18.671474,-10.447583,-7.7955,-13.3955,0.0,0.39579174,0.40425,0.4280416,0.42078793,-0.85800004,0.965788,40.0441,0.23276544,-12.432983,0.0,23.441502,-5.6321673,-1.178,-8.328,0.0,0.392625,0.39687505,0.43070832,0.4209375,0.89283365,1.0053753,56.680027,0.23988087,-8.038597,0.0,21.38897,24.294664,28.127998,22.127998,12.3,0.4630833,0.48249996,0.5021667,0.4953008,24.800917,3.0636182,90.879234,0.98547316,23.076994,0.0,12.031756,21.127834,26.369501,16.0695,0.0,0.43891668,0.4609166,0.46416673,0.46171668,21.73408,4.953686,74.24155,1.6091917,17.746122,0.0,10.853866
2005-01-15,-23.197166,-18.5805,-27.030499,0.0,0.33687496,0.3377916,0.3239999,0.3277975,-1.6075835,0.28397536,72.84525,0.045402616,-23.97818,0.0,9.449572,-9.803832,-7.6454997,-12.445499,0.0,0.38491663,0.39166668,0.42295823,0.41372415,-1.8955001,0.9179305,35.454987,0.24749711,-11.860687,0.0,12.959999,-6.8904996,-4.178,-8.928,0.0,0.37983334,0.38483325,0.4248334,0.41328332,-0.58425,1.0464654,42.64478,0.29348516,-9.545516,0.0,13.627795,25.13217,30.227999,22.528,4.7000003,0.46774995,0.46975002,0.49891663,0.49061,25.44883,4.0710835,86.62925,1.6016166,23.288107,0.0,9.957108,22.144503,27.0195,17.7695,3.8000002,0.4345416,0.45008337,0.46208343,0.4576354,22.559084,4.204242,84.33948,1.1623118,20.071543,0.0,12.429127
2005-01-16,-21.382582,-16.630499,-26.3305,0.0,0.335875,0.3369166,0.3239999,0.32754374,-1.726333,0.27715126,78.03805,0.038642764,-22.230705,0.0,11.966954,-10.774666,-8.2955,-12.9955,0.4,0.37808326,0.38366655,0.41875005,0.40853587,-2.6121666,0.9310578,42.49715,0.23681898,-12.694557,0.70000005,16.75064,-8.588417,-6.978,-12.478,3.0,0.37262502,0.37787497,0.42049995,0.4081975,-1.13425,0.7789435,58.15665,0.20724128,-10.696468,3.1,20.858265,25.215506,29.178,23.078,10.7,0.47387505,0.47941664,0.49558327,0.4906688,25.488419,3.6247864,89.02398,1.1900418,23.728254,0.0,10.144082,20.365335,23.2195,18.2695,15.499999,0.47333336,0.46125004,0.46104178,0.46194586,21.454916,1.6937557,94.3324,0.42495728,19.66421,0.0,14.408997
2005-01-17,-23.52633,-16.280499,-29.7305,0.0,0.335,0.336,0.3239999,0.32729003,-1.872167,0.28590855,77.050255,0.043272913,-24.287725,0.0,10.630672,-11.293416,-7.0955,-14.4955,0.0,0.37320843,0.37812495,0.4152499,0.4045109,-3.3934166,0.865783,41.345417,0.26252258,-13.160778,0.0,12.4811535,-13.182167,-9.278,-16.428,0.0,0.36804172,0.37308344,0.41687497,0.40426043,-2.72175,0.78893256,46.953648,0.20179561,-14.821472,0.0,19.969458,24.286331,28.377998,21.977999,14.499999,0.471375,0.4887083,0.50008327,0.49568495,24.880087,2.745539,91.851814,0.86380553,23.197714,0.0,8.587338,19.248667,22.9695,16.4195,2.9000003,0.4714583,0.4853333,0.46199992,0.4675621,20.327837,2.7905192,83.913765,0.8144121,17.261595,0.0,15.281989
2005-01-18,-10.69925,1.6195,-21.7305,0.70000005,0.33404174,0.335125,0.3239999,0.3270392,-1.8534166,0.53045434,77.406,0.12317169,-11.968937,0.2,33.88019,-8.932999,-3.2455,-14.1455,0.3,0.36974993,0.37370837,0.41212514,0.40109134,-3.0913334,1.2401265,38.29907,0.3351957,-11.250133,0.1,28.551426,-11.0405,-6.278,-14.978,0.0,0.36474994,0.36941662,0.41375002,0.40101,-3.353,0.9584677,44.37765,0.2637033,-13.045849,0.0,26.009842,23.359251,26.028,21.828,33.600002,0.49083337,0.48575008,0.50908333,0.5029058,24.103003,1.6713516,92.33222,0.84274316,22.347498,0.0,13.779114,19.615334,22.4195,17.4695,7.4,0.49287507,0.4849167,0.46275,0.4695138,20.346582,1.9968013,91.1784,0.46542454,18.526634,0.0,10.105681
2005-01-19,-1.8200833,2.2695,-5.7805004,0.0,0.3396251,0.335,0.32416657,0.3275237,-1.5513331,0.642757,85.52119,0.09799749,-3.0334873,0.0,28.856194,-0.15383334,2.2045,-3.6455,0.0,0.36958334,0.37054166,0.40937498,0.39843464,-1.2663332,1.0274365,69.10441,0.2801958,-2.5107434,0.1,27.0,-1.4675833,2.172,-5.828,1.0,0.364875,0.3666251,0.410875,0.39836255,-1.8009166,0.9162619,68.85126,0.26871353,-3.5404978,1.1,29.46947,24.265501,28.278,22.278,9.2,0.48675,0.47804165,0.50658333,0.4992013,24.509249,3.0171144,87.35061,1.2884047,22.573042,0.0,13.0447235,19.79867,22.5695,18.7195,7.1999993,0.49487498,0.49725,0.466375,0.47485372,20.277834,1.3822201,94.32662,0.50249934,19.098038,0.0,15.379206
2005-01-20,-4.703417,-2.0805,-6.9305,0.0,0.33883324,0.3340834,0.32499993,0.32787573,-1.4075837,0.45551515,90.76899,0.0498825,-5.508152,0.0,14.021525,-0.7704999,4.0545,-3.7455,0.0,0.36895835,0.36833334,0.40691674,0.39615706,-0.9100835,0.7836064,71.3225,0.32961234,-2.9972277,0.0,16.80857,-3.0363333,-1.428,-4.928,5.900001,0.36579168,0.36520824,0.40816656,0.3961792,-1.2738333,0.3008011,86.507545,0.08543357,-4.15857,6.000001,18.089775,24.175917,27.377998,21.928,4.2,0.47691676,0.48583338,0.5039166,0.49822918,24.528,3.016239,89.77134,1.0047855,22.816744,0.0,13.849477,20.142418,23.9195,18.369501,4.6000004,0.48362502,0.4920001,0.473375,0.47800374,20.950752,2.5594344,95.13175,0.50996566,19.528214,0.0,8.225035
2005-01-21,-4.6284165,-2.1305,-6.3305,2.0,0.33704162,0.33400008,0.32499993,0.32773298,-1.3221666,0.29008824,89.87589,0.06477991,-5.498249,1.5999999,24.703974,-3.4663336,-1.0455,-6.5455,0.2,0.3674167,0.36666676,0.40475008,0.3941392,-0.8704999,1.125135,61.418518,0.33178797,-5.9622407,0.0,19.164719,-9.755083,-5.8780003,-12.828,0.0,0.36183333,0.3635833,0.40575,0.3938208,-1.7155,0.5571609,78.87476,0.08604583,-11.069215,0.0,18.892282,24.938416,29.227999,21.528,0.70000005,0.46499988,0.47624996,0.5014583,0.49361253,25.188417,3.9053173,83.13122,1.5674732,22.599983,0.0,12.015589,20.311165,23.7195,17.619501,7.799999,0.4692917,0.490875,0.47820818,0.48024425,20.961164,2.5000944,91.37621,0.69247055,19.216478,0.0,9.107359
2005-01-22,-11.772164,-0.5805,-17.3305,0.3,0.3355417,0.33354175,0.32499993,0.32753175,-1.3388335,0.4580235,79.058174,0.072068065,-12.937996,0.4,49.477413,-5.8975835,-1.5455,-10.5455,2.0,0.3662084,0.36545822,0.40275002,0.39236084,-1.2538334,0.73579955,66.7578,0.17716192,-7.871899,2.6999998,38.403748,-7.3467503,-4.678,-12.078,4.299999,0.35908332,0.36216664,0.40325,0.39153096,-1.9155003,0.46396294,81.28009,0.083155304,-8.6299,4.4999995,27.609911,24.336334,27.928,22.578,8.200001,0.47408333,0.46974996,0.4972918,0.48988333,24.850916,2.995538,86.1961,1.0937939,22.493341,0.0,14.84318,20.852835,24.2195,18.5195,10.1,0.466875,0.48750004,0.48600018,0.48497626,21.494501,2.920562,91.03522,0.7183323,19.711058,0.0,9.957108
2005-01-23,-12.524249,-6.3305,-20.9805,0.0,0.33429173,0.33300006,0.32499993,0.32733047,-1.4971668,0.43130568,79.692726,0.1008077,-13.742066,0.0,23.83896,-7.7725835,-2.5955,-12.0955,0.0,0.36249998,0.3640833,0.4009166,0.39049247,-2.405917,1.0687628,49.22087,0.3565473,-10.249961,0.0,15.876775,-15.575916,-11.978,-21.828,0.0,0.35699996,0.36062503,0.40087494,0.38935128,-1.6488333,0.57986665,70.69603,0.09764457,-16.864332,0.0,22.505037,23.605082,27.828,21.328,12.5,0.4872917,0.4865,0.49475,0.49249542,24.342585,2.811454,91.43343,1.0937939,22.475876,0.0,9.19939,20.932001,25.4195,18.6695,22.4,0.46774998,0.4974167,0.49670842,0.49483,21.773664,3.0343637,92.74384,0.89216566,20.003029,0.0,7.6367526
2005-01-24,-3.2971668,1.6195,-6.6805,0.0,0.3405417,0.33295837,0.32499993,0.32775918,-1.4471668,0.8222279,83.83394,0.100792795,-4.5392385,0.0,21.933426,-0.6100833,6.7545004,-5.4954996,0.0,0.36229172,0.3625833,0.39929175,0.3889929,-1.5455002,1.7730018,48.269226,0.60359275,-4.0510907,0.0,21.142147,-7.3071666,0.27199998,-21.377998,0.0,0.35537496,0.35937512,0.39837492,0.38717493,-1.6009169,0.9058861,70.70286,0.2149368,-9.135401,0.0,22.401142,23.984251,29.127998,21.178,9.099999,0.5063333,0.5039167,0.49570835,0.4981759,24.455084,3.5258155,90.629395,1.3134546,22.696451,0.0,8.891344,20.477833,24.1695,18.7195,21.5,0.4764167,0.49487507,0.5050833,0.500933,21.375753,2.4970558,93.99392,0.5657046,19.719862,0.0,14.685176
2005-01-25,-1.2034168,4.2194996,-7.5305004,0.0,0.37604165,0.33591667,0.32499993,0.3308654,-1.34925,0.79381716,91.49082,0.119856775,-2.0399592,0.0,26.795223,3.508666,12.6045,-3.8455,0.0,0.37312505,0.36249995,0.39762497,0.38853374,-0.6705,1.587893,71.76388,0.7763915,0.88160473,0.0,17.581125,-1.2967502,5.3719997,-10.228,0.0,0.367875,0.35875,0.39600003,0.38620874,-1.3925833,1.1094083,76.2768,0.2929641,-3.221219,0.0,22.183128,23.546751,25.328,21.877998,10.899999,0.46566668,0.4903333,0.5065417,0.5002766,24.042582,1.8098933,94.422035,0.4916749,22.822151,0.0,9.504272,19.911165,23.4195,18.369501,48.899998,0.46512508,0.47445837,0.51437503,0.50254494,20.661165,1.8621964,93.67997,0.69513416,19.108257,0.0,17.610588
2005-01-26,-2.56175,1.6695,-7.9805,0.0,0.3922083,0.35191667,0.32558343,0.33577704,-1.2055,0.49429685,85.97061,0.08810443,-3.725312,0.0,26.486313,1.0899166,4.1045003,-3.8955,0.0,0.37758327,0.36658335,0.3963333,0.38877332,0.27116668,0.703356,77.68788,0.28526798,-0.6935227,0.0,18.79255,-0.13008326,3.922,-5.428,0.1,0.39133325,0.36670837,0.39374998,0.38790214,-0.70300007,0.53105956,84.66305,0.1687308,-1.4491968,0.3,24.36591,23.471748,26.727999,21.928,11.700001,0.501625,0.4969168,0.5057917,0.5036363,24.009253,2.2534854,94.32714,0.6431811,22.734428,0.0,12.371645,19.859083,24.0695,16.8195,0.0,0.4271666,0.44837502,0.50666666,0.4888605,20.573668,4.3033676,72.56254,1.3411165,16.383722,0.0,18.792551
