date,temperature_2m_mean_kansas,temperature_2m_max_kansas,temperature_2m_min_kansas,precipitation_sum_kansas,soil_moisture_0_to_7cm_mean_kansas,soil_moisture_7_to_28cm_mean_kansas,soil_moisture_28_to_100cm_mean_kansas,soil_moisture_0_to_100cm_mean_kansas,soil_temperature_0_to_7cm_mean_kansas,et0_fao_evapotranspiration_sum_kansas,relative_humidity_2m_mean_kansas,vapour_pressure_deficit_max_kansas,wet_bulb_temperature_2m_mean_kansas,snowfall_water_equivalent_sum_kansas,wind_speed_10m_max_kansas,temperature_2m_mean_oklahoma,temperature_2m_max_oklahoma,temperature_2m_min_oklahoma,precipitation_sum_oklahoma,soil_moisture_0_to_7cm_mean_oklahoma,soil_moisture_7_to_28cm_mean_oklahoma,soil_moisture_28_to_100cm_mean_oklahoma,soil_moisture_0_to_100cm_mean_oklahoma,soil_temperature_0_to_7cm_mean_oklahoma,et0_fao_evapotranspiration_sum_oklahoma,relative_humidity_2m_mean_oklahoma,vapour_pressure_deficit_max_oklahoma,wet_bulb_temperature_2m_mean_oklahoma,snowfall_water_equivalent_sum_oklahoma,wind_speed_10m_max_oklahoma,temperature_2m_mean_north_dakota,temperature_2m_max_north_dakota,temperature_2m_min_north_dakota,precipitation_sum_north_dakota,soil_moisture_0_to_7cm_mean_north_dakota,soil_moisture_7_to_28cm_mean_north_dakota,soil_moisture_28_to_100cm_mean_north_dakota,soil_moisture_0_to_100cm_mean_north_dakota,soil_temperature_0_to_7cm_mean_north_dakota,et0_fao_evapotranspiration_sum_north_dakota,relative_humidity_2m_mean_north_dakota,vapour_pressure_deficit_max_north_dakota,wet_bulb_temperature_2m_mean_north_dakota,snowfall_water_equivalent_sum_north_dakota,wind_speed_10m_max_north_dakota
2005-01-15,-11.059585,-9.2825,-12.7825,0.0,0.32999995,0.32625002,0.24137501,0.2654025,-2.8241665,0.57942027,52.741177,0.16620693,-12.994766,0.0,14.917212,-3.8677504,-0.374,-7.074,0.0,0.35724995,0.36862496,0.37262502,0.3707088,0.47808334,1.3457521,53.264797,0.31033525,-6.710787,0.0,15.542662,-25.487165,-20.408,-28.208,0.0,0.24700005,0.21791662,0.18899997,0.1991325,-7.2184167,0.24220954,63.024704,0.049037673,-25.970596,0.0,19.443333
2005-01-16,-9.424167,-4.4325,-13.5325,0.0,0.3278334,0.32395828,0.24216671,0.26533952,-3.3658333,0.9637493,47.94322,0.27489302,-11.68169,0.0,10.105681,-5.3156667,-2.324,-8.874,0.0,0.35345843,0.3653333,0.3714166,0.36888215,-0.071916685,1.2217578,51.753902,0.28623772,-8.035029,0.0,17.731598,-27.32258,-22.258,-32.958,0.0,0.24700005,0.217,0.18899997,0.19894,-7.530916,0.19871844,65.47965,0.046580456,-27.726904,0.0,13.779114
2005-01-17,-5.3533325,-1.5825,-8.0825,0.0,0.32595834,0.3217917,0.24300002,0.26535332,-2.0825002,1.144384,43.186123,0.3414897,-8.278445,0.0,10.966713,-3.0510836,1.776,-6.624,0.0,0.35133335,0.36266664,0.37020826,0.36730334,-0.14483331,1.2330619,54.560337,0.36970904,-5.9545445,0.0,7.4128532,-21.289251,-13.758,-30.508,0.0,0.24700005,0.217,0.18899997,0.19894,-7.4163337,0.25617144,71.596695,0.053589582,-22.115473,0.0,23.893261
2005-01-18,-0.7074999,6.8175,-6.5325,0.0,0.326,0.31975007,0.2438333,0.26552746,-1.6637498,1.4920948,60.622192,0.47598958,-3.5214665,0.0,29.035288,0.41974998,7.026,-4.124,0.0,0.34895834,0.3599584,0.36870834,0.36548838,0.66558343,1.3415502,74.385605,0.4431063,-1.7399913,0.0,23.933907,-3.3621664,4.442,-13.558001,0.0,0.27262497,0.217,0.18899997,0.2007337,-4.668417,0.65194064,83.82058,0.1461932,-4.6625705,0.0,34.61995
2005-01-19,5.0362496,11.7175,0.76750004,0.0,0.3304167,0.31824994,0.24429162,0.2658517,-0.09916671,1.3639332,78.49357,0.5680989,2.9592187,0.0,14.386494,5.1530833,12.426,0.076000005,0.0,0.3455417,0.35687494,0.36754167,0.36376163,4.4114165,1.4863412,82.784996,0.5716009,3.4015758,0.0,19.995398,-5.8330007,-1.8080001,-7.6080003,3.2,0.316,0.21799995,0.18899997,0.20397998,-3.680917,0.1994425,88.21812,0.07408333,-6.7861905,3.1,20.390114
2005-01-20,7.896667,16.2175,3.0674999,0.0,0.3325,0.31766662,0.24499993,0.266385,3.2341669,1.8188423,72.0315,1.0062302,5.0160975,0.0,16.520823,8.382251,17.476,2.576,0.0,0.34145832,0.35358343,0.36608338,0.36173463,6.9822507,1.8155941,81.09522,0.8661562,6.310759,0.0,13.479583,-9.258,-5.708,-11.558001,0.0,0.31512505,0.21799995,0.18899997,0.20391868,-3.4663334,0.22903386,86.73858,0.052437827,-10.199702,0.0,14.689588
2005-01-21,4.9945827,11.6675,-0.5825,0.0,0.32595828,0.31654164,0.24516658,0.26581082,2.055,1.2335517,80.525764,0.5017003,3.0742204,0.0,17.518356,10.16975,19.925999,2.576,0.0,0.33708334,0.34991667,0.36462498,0.35960832,8.784334,1.8829874,81.92812,1.072544,8.093162,0.0,13.5515,-10.687168,-3.258,-21.108,5.9,0.321125,0.21799995,0.18899997,0.20433871,-3.3413332,0.26197895,84.53747,0.04832761,-11.628057,3.6999998,40.896065
2005-01-22,-2.8012497,6.2675004,-6.5825,0.0,0.31941664,0.31487507,0.24599998,0.26560298,0.27374992,1.6410052,41.52824,0.35962766,-5.77803,0.0,31.072817,3.2093332,11.276,-3.174,0.0,0.33187503,0.34645832,0.36324993,0.35752758,6.219751,2.1226993,50.531887,0.471596,-0.36595663,0.0,32.85678,-20.74342,-14.558001,-24.008,0.0,0.32499993,0.21799995,0.18899997,0.20460993,-4.1600842,0.29688013,74.98428,0.055228323,-21.651657,0.0,34.882866
2005-01-23,-3.9220836,2.3174999,-8.4325,0.0,0.31487507,0.31341678,0.24641675,0.2652788,-0.96166664,1.598272,40.382374,0.47775644,-7.13351,0.0,24.087738,-2.1510837,3.376,-6.424,0.0,0.32741663,0.3429167,0.36166668,0.35533166,1.36975,1.6710579,44.904583,0.49643552,-5.5524387,0.0,17.227419,-5.862166,0.99200004,-13.608,0.0,0.32474995,0.21799995,0.18899997,0.20459242,-3.7288332,0.68391854,75.52622,0.120541394,-7.4366584,0.0,28.038431
2005-01-24,4.23,14.0675,-1.3825,0.0,0.31141666,0.3114583,0.24700005,0.2650455,0.42999998,1.7277895,69.034195,0.80838907,1.421287,0.0,17.447933,5.6176662,13.976,-0.774,0.0,0.32345837,0.33954164,0.36045837,0.3534759,4.4114165,2.3528728,56.87354,0.8401257,1.8284377,0.0,19.0392,-0.41841662,1.142,-4.1080003,0.0,0.32879162,0.21799995,0.18899997,0.20487541,-2.9580002,0.5049982,91.94352,0.08692849,-1.1977887,0.0,16.299694
2005-01-25,5.742499,13.3175,-0.1825,0.2,0.30916664,0.30929166,0.24700005,0.26443294,2.8175,1.2599208,82.74119,0.515723,3.9759693,0.0,16.73516,10.875999,18.825998,5.526,0.0,0.31908336,0.33583334,0.35866666,0.35110083,8.7385,2.1467505,74.66555,0.9961026,8.1127825,0.0,14.618837,1.242,2.592,-2.8079998,0.0,0.35004166,0.22029167,0.18899997,0.20684421,-2.6829996,0.6737538,84.89942,0.172678,-0.10938416,0.2,28.551426
2005-01-26,3.238333,6.9675,-0.1825,0.0,0.30629167,0.30712497,0.24795836,0.26446667,3.2529173,1.3110418,76.619316,0.4056201,1.1386256,0.0,16.171976,8.553083,12.926,4.876,0.0,0.31520832,0.33237493,0.35745832,0.3492334,8.823916,2.0328083,70.42682,0.78610593,5.5949097,0.0,17.399586,-13.597583,-4.658,-17.258,0.0,0.35445836,0.22912502,0.18899997,0.20900834,-4.2621665,0.30869284,81.21984,0.057042256,-14.670846,0.0,19.296133
2005-01-27,-0.7929166,1.4675,-2.7825,0.0,0.30200005,0.304875,0.24800003,0.2637238,0.6425001,0.71897954,75.46311,0.25906044,-2.7416086,0.0,13.397612,4.3343334,5.826,2.376,0.0,0.31233326,0.32941666,0.35587493,0.34727088,6.301,1.1037489,69.31335,0.367469,1.6231065,0.0,16.199999,-8.922583,-0.958,-16.108,0.0,0.34829167,0.23099996,0.18899997,0.20897044,-4.928834,0.6172989,77.264725,0.1482943,-10.389258,0.0,21.9718
2005-01-28,-0.09499999,1.4175,-1.2325001,3.3,0.2994999,0.30304167,0.24800003,0.26316378,0.88208324,0.53279424,81.954475,0.19556808,-1.6124705,3.3,13.849477,2.1614168,4.376,0.076000005,12.8,0.34037498,0.329,0.35475,0.34833625,4.4780836,0.47740802,87.94321,0.25355566,1.027786,9.5,14.4,-0.9955001,2.1920002,-2.908,0.0,0.34650007,0.23245831,0.18899997,0.20915127,-2.7267497,0.6717571,84.21355,0.17448467,-2.337591,0.0,24.50381
2005-01-29,-0.092916705,3.5175,-1.8825,0.0,0.3026667,0.30150005,0.2486667,0.26354167,1.2945833,0.8941469,88.279396,0.21757114,-1.1706187,0.2,6.849467,0.7135,2.276,-1.074,0.4,0.361125,0.3345833,0.35375008,0.3502412,3.784333,0.6147583,92.777626,0.096523285,-0.0115692215,0.5,11.631956,-5.8038335,-1.708,-8.158,0.0,0.32916668,0.24079168,0.18975003,0.21022792,-2.6955001,0.32623005,87.4021,0.06918776,-6.7902436,0.0,18.416384
2005-01-30,0.2258333,2.3675,-1.3825,0.3,0.30820832,0.30037507,0.24900003,0.26393333,1.3279167,0.518085,87.69326,0.17240745,-0.89228326,0.4,5.8603754,0.9905834,2.826,-0.024,3.8999999,0.36887503,0.34112498,0.3529584,0.3515875,3.6405828,0.51048183,89.393745,0.16697866,0.0019140443,1.3000001,11.090103,-2.7350833,1.392,-6.2580004,0.0,0.3239583,0.24295832,0.19000004,0.21049833,-2.7767498,0.4437554,87.418526,0.12657267,-3.817662,0.0,21.470612
2005-01-31,1.5341667,4.4175,-0.5325,1.5000001,0.31375006,0.30000007,0.24900003,0.2642425,2.13,0.75435245,87.46023,0.2456314,0.3616277,1.6000001,6.9153743,2.386417,4.976,0.376,0.0,0.3840834,0.35220838,0.35200012,0.35428956,3.953083,0.73030806,87.312965,0.25889397,1.1838993,0.0,13.698934,-4.7184167,-2.208,-9.758,0.0,0.31733337,0.24695837,0.19000004,0.21087463,-2.5475833,0.3389016,92.92927,0.05526817,-5.3896756,0.0,17.227419
2005-02-01,1.4529166,3.6175,-0.1325,0.0,0.3200417,0.3000834,0.24900003,0.26470047,2.3300002,0.65417963,84.110565,0.2770546,0.035033047,0.0,7.4128532,2.6093333,3.726,0.976,2.6,0.38529167,0.36274996,0.35200012,0.35658798,4.040583,0.59414744,83.488785,0.21554428,1.1106405,0.8,12.599998,-1.6225833,3.242,-4.7580004,0.0,0.3172083,0.24974997,0.19000004,0.21145211,-2.2288334,0.68886054,86.07959,0.21583492,-2.838522,0.0,20.140705
2005-02-02,1.7300001,6.6675,-1.7825,0.0,0.32162496,0.3010001,0.24933334,0.2652438,2.6445832,1.3488779,81.55275,0.42720354,0.051625848,0.0,9.19939,2.9301665,6.026,0.57600003,2.2,0.39545837,0.37308335,0.35200012,0.35946962,4.39475,0.9516526,83.243454,0.34563112,1.3722768,1.7000002,15.158522,-2.128834,7.442,-9.008,0.0,0.3259583,0.25708336,0.19000004,0.21360458,-1.9705001,1.121295,73.556305,0.5752584,-4.3203607,0.0,18.899143
2005-02-03,3.7091665,12.4175,-2.6325,0.0,0.32237497,0.3010001,0.25,0.2657763,2.905,1.7128122,76.95789,0.70420563,1.4768548,0.0,11.440979,4.5676665,11.576,-2.374,0.0,0.38629165,0.37799993,0.35200012,0.35986045,4.7780833,1.8830123,74.69009,0.6669261,2.1181912,0.0,8.209263,1.5169998,8.441999,-4.6080003,0.0,0.323125,0.26995835,0.19095832,0.21680002,-1.2205001,1.2812005,71.65209,0.5956978,-0.9319462,0.0,20.87379
2005-02-04,6.4154167,14.867499,0.11750001,0.0,0.31920832,0.30066678,0.25,0.2654846,5.0862503,2.1464443,71.265594,1.0092094,3.505696,0.0,21.26744,6.13225,14.726,-0.774,0.0,0.37937507,0.3768333,0.35200012,0.3591313,5.576,2.1183352,74.08808,0.92703557,3.4568348,0.0,11.720751,1.2607499,5.292,-2.5579998,0.0,0.31416667,0.28116664,0.19124998,0.21873671,-0.7121666,1.0895984,74.91457,0.35727245,-0.8707352,0.0,20.523157
2005-02-05,7.852917,13.367499,3.1175,0.0,0.31129166,0.2996666,0.25,0.26472047,6.7258334,2.590813,62.405884,0.8549604,4.1904,0.0,32.072342,7.671833,13.326,2.626,1.2,0.37270832,0.37362504,0.35200012,0.35799077,6.9801674,1.8619655,72.58213,0.7921245,4.88945,0.0,20.5484,-1.7725834,1.592,-7.5080004,0.0,0.304,0.2861251,0.19204164,0.21963628,-0.8309167,0.6201089,80.70211,0.14239013,-3.2727516,0.0,23.452555
2005-02-06,6.282084,8.0175,1.2175,21.9,0.39049995,0.323625,0.25008333,0.27535623,6.325833,0.4709725,90.94544,0.36245108,5.341555,0.1,25.241108,8.659333,10.376,7.526,11.999999,0.417125,0.39962497,0.35333332,0.36751997,7.9864173,0.42185313,92.91119,0.15620285,7.8912983,0.0,20.393293,-12.153832,-7.808,-16.958,0.0,0.29670832,0.28587505,0.193,0.21976332,-3.1913335,0.78378654,51.878693,0.18961489,-13.839864,0.0,19.602652
2005-02-07,-1.7783333,0.2175,-3.4825,2.5,0.38504168,0.36287498,0.2518333,0.2844767,2.1112497,0.89288515,75.0008,0.22592816,-3.660758,2.1,19.602652,5.251,8.426,1.376,0.0,0.39329162,0.400375,0.35704157,0.36867917,7.1593337,0.9589708,84.792336,0.30679578,3.826832,0.0,17.935081,-18.326754,-14.708,-21.358,0.0,0.29412505,0.28399995,0.19387503,0.21981877,-7.547584,0.43907273,60.67799,0.102435514,-19.438028,0.0,15.273505
2005-02-08,-4.924166,-3.0325,-6.8824997,6.3,0.36437497,0.35975006,0.2540417,0.28396377,0.2570834,0.57269007,72.63135,0.19166365,-6.7891235,6.5,17.447933,3.8822498,10.026,-0.574,1.3000001,0.3838333,0.39133334,0.35883343,0.3674083,5.7489166,1.3482624,83.17007,0.41695416,2.257389,0.0,16.039202,-15.210084,-10.058001,-18.858,0.0,0.29400006,0.28154173,0.19454168,0.21977372,-8.930917,0.4528436,62.655468,0.13899495,-16.649055,0.6,9.659814
2005-02-09,-4.624166,5.0175004,-13.882501,0.0,0.36204168,0.35500002,0.256,0.28421292,-0.024166653,1.4247148,68.905556,0.4580023,-6.8918686,0.0,15.990646,-0.013583168,5.476,-5.174,0.0,0.37854168,0.38525,0.35987508,0.36651048,3.6364164,1.6824381,65.732925,0.4716363,-2.6601927,0.0,21.068459,-9.889249,-1.458,-15.858,0.0,0.29400006,0.27945825,0.195,0.21966626,-7.3392506,0.90297955,64.115295,0.33269542,-11.886069,0.0,15.072783
2005-02-10,0.50083345,9.1675,-6.4824996,0.0,0.3681667,0.35237512,0.25762495,0.2852604,0.8675,1.7753747,66.09516,0.66162527,-2.2480474,0.0,11.183201,4.6509995,13.676,-2.424,0.0,0.36766663,0.37883338,0.36000004,0.3644917,4.4864163,2.211458,66.50422,0.97740567,1.4446653,0.0,14.003028,-3.341334,5.4919996,-11.058001,0.0,0.29574993,0.27783325,0.19583338,0.22004746,-4.474667,1.3925254,62.913284,0.52450883,-6.000685,0.0,28.84721
2005-02-11,3.8487499,12.7175,-3.3825,0.0,0.37316665,0.35212508,0.2590417,0.28657797,2.7800004,1.9777191,78.228584,0.7548883,1.6903902,0.0,16.179987,8.117667,14.176,3.076,0.0,0.35879168,0.3723334,0.35954177,0.36217546,7.3989167,2.350103,62.5864,0.8050665,4.508594,0.0,16.831684,0.56491655,9.642,-4.658,0.0,0.29962495,0.27741662,0.19600004,0.22035123,-1.9288335,1.8827606,49.13899,0.92221683,-3.3490207,0.0,17.81909
2005-02-12,6.490417,11.117499,2.2175,6.1000004,0.38316667,0.35445836,0.2605417,0.28884792,4.82375,0.66806334,90.41461,0.2268138,5.4942155,0.0,25.199999,9.913501,11.826,8.076,2.5000002,0.36312494,0.36750004,0.3590001,0.36107376,8.81975,1.1166601,81.355125,0.39087075,7.990976,0.0,26.700743,1.0878333,10.392,-5.658,0.0,0.300375,0.2785416,0.19683336,0.22124,-1.4184165,1.7824277,49.83206,0.96353734,-2.88826,0.0,15.379206
2005-02-13,9.634167,14.3175,6.0175004,7.0,0.40791667,0.39045838,0.26391658,0.3005704,7.9362493,1.7692094,78.2333,0.7943704,7.354521,0.0,33.348125,14.228084,19.325998,10.326,0.0,0.369125,0.36729166,0.35833323,0.36097,12.159333,3.1342025,66.30415,1.398246,10.339051,0.0,29.17777,1.4461669,7.042,-1.5079999,0.0,0.2953334,0.28033337,0.19700001,0.22138335,-0.90799993,1.1944492,53.536922,0.6117456,-2.127197,0.0,13.441071
2005-02-14,9.871667,18.317501,2.9675,0.0,0.37933338,0.3820834,0.2685417,0.30014083,8.225833,2.7295794,62.02244,1.2229924,5.9084454,0.0,22.253124,13.290584,21.126,4.276,0.0,0.35158333,0.3626667,0.35737494,0.35808077,11.415585,3.7002668,57.04558,1.6335435,8.289351,0.0,26.282465,-1.5288334,2.342,-6.0080004,0.0,0.2895417,0.28100002,0.19791664,0.22177796,-1.1559166,0.976204,69.95631,0.45303982,-3.7546914,0.0,25.501621
2005-02-15,6.1362495,10.5175,2.4175,0.0,0.3637917,0.370375,0.27137494,0.29863414,7.2591667,1.965549,70.578514,0.58568156,3.4109068,0.0,26.019806,13.882252,16.575998,9.776,0.0,0.3386667,0.35645834,0.35599995,0.35488296,13.323918,3.5155122,61.082607,0.8757119,9.591341,0.0,26.009842,-6.616333,-0.108,-11.308001,0.1,0.28574994,0.2800834,0.19812496,0.22147004,-2.024667,1.2100238,57.94971,0.42494422,-8.968783,0.2,31.722925
2005-02-16,1.9716668,5.4675,-1.8825,0.0,0.35395828,0.36145833,0.27337506,0.29751334,4.432084,1.3551064,70.52584,0.46811283,-0.51808286,0.0,14.05845,5.5218334,8.576,3.226,0.0,0.33187503,0.3510833,0.35491666,0.3524988,8.517667,2.1282043,53.212585,0.611208,1.4699659,0.0,26.200977,-9.141334,-4.8580003,-12.058001,0.0,0.28391662,0.2787083,0.19899994,0.2216829,-3.4309168,1.0217515,49.13995,0.2956971,-11.3664665,0.0,24.485292
2005-02-17,2.86125,9.5675,-2.6825001,0.0,0.34687495,0.3540417,0.27475005,0.29645,3.6737502,1.9211235,69.26753,0.6647304,0.112848066,0.0,15.876775,5.4218335,9.676,1.376,0.0,0.3280833,0.346375,0.35375008,0.35040462,8.038501,2.0822878,66.168144,0.6028282,2.3247175,0.0,11.726277,-9.324666,-5.708,-12.508,0.0,0.283,0.27737495,0.19912493,0.2214288,-3.9517498,0.84257215,56.22984,0.21949567,-11.445435,0.0,14.654254
