date,temperature_2m_mean_central_iowa,temperature_2m_max_central_iowa,temperature_2m_min_central_iowa,precipitation_sum_central_iowa,soil_moisture_0_to_7cm_mean_central_iowa,soil_moisture_7_to_28cm_mean_central_iowa,soil_moisture_28_to_100cm_mean_central_iowa,soil_moisture_0_to_100cm_mean_central_iowa,soil_temperature_0_to_7cm_mean_central_iowa,et0_fao_evapotranspiration_sum_central_iowa,relative_humidity_2m_mean_central_iowa,vapour_pressure_deficit_max_central_iowa,wet_bulb_temperature_2m_mean_central_iowa,snowfall_water_equivalent_sum_central_iowa,wind_speed_10m_max_central_iowa,temperature_2m_mean_central_illinois,temperature_2m_max_central_illinois,temperature_2m_min_central_illinois,precipitation_sum_central_illinois,soil_moisture_0_to_7cm_mean_central_illinois,soil_moisture_7_to_28cm_mean_central_illinois,soil_moisture_28_to_100cm_mean_central_illinois,soil_moisture_0_to_100cm_mean_central_illinois,soil_temperature_0_to_7cm_mean_central_illinois,et0_fao_evapotranspiration_sum_central_illinois,relative_humidity_2m_mean_central_illinois,vapour_pressure_deficit_max_central_illinois,wet_bulb_temperature_2m_mean_central_illinois,snowfall_water_equivalent_sum_central_illinois,wind_speed_10m_max_central_illinois,temperature_2m_mean_central_indiana,temperature_2m_max_central_indiana,temperature_2m_min_central_indiana,precipitation_sum_central_indiana,soil_moisture_0_to_7cm_mean_central_indiana,soil_moisture_7_to_28cm_mean_central_indiana,soil_moisture_28_to_100cm_mean_central_indiana,soil_moisture_0_to_100cm_mean_central_indiana,soil_temperature_0_to_7cm_mean_central_indiana,et0_fao_evapotranspiration_sum_central_indiana,relative_humidity_2m_mean_central_indiana,vapour_pressure_deficit_max_central_indiana,wet_bulb_temperature_2m_mean_central_indiana,snowfall_water_equivalent_sum_central_indiana,wind_speed_10m_max_central_indiana
2005-01-11,-4.697167,-1.3805,-6.2805004,1.2,0.34179166,0.34179166,0.32299998,0.3282617,-1.2784166,0.27230608,91.505775,0.046622336,-5.4488425,1.1,17.10284,3.5857503,5.0045004,2.7045,3.3,0.4125,0.39816675,0.4076666,0.40601003,3.0461667,0.24341859,97.327644,0.04552579,3.2407253,0.0,10.163227,6.3990836,9.222,3.172,30.500002,0.42083332,0.41041663,0.41487506,0.41435587,4.947001,0.24626204,96.7478,0.13266891,6.023697,0.0,13.363711
2005-01-12,-1.8575834,-0.88049996,-4.3805003,1.1,0.34045842,0.34066674,0.32299998,0.32793218,-1.1388334,0.31881362,92.86267,0.06094545,-2.5402565,1.2,19.64228,12.6545,18.2045,5.4545,12.200001,0.42108333,0.4197501,0.40812504,0.41147336,8.383667,0.83139247,92.96032,0.4496243,11.788564,0.0,33.82659,14.57825,17.422,9.922,21.2,0.41733336,0.42325,0.43412492,0.43066585,10.3740835,0.79791236,92.79368,0.40421045,13.713305,0.0,29.660152
2005-01-13,-11.530499,-4.4305,-20.280499,0.0,0.33924988,0.3396666,0.32299998,0.3276375,-1.1055001,0.40192991,77.71201,0.06651327,-12.712773,0.0,32.361977,1.2378331,13.804501,-8.195499,35.300003,0.42070833,0.427375,0.42995834,0.42876837,4.696166,0.46509802,84.59995,0.16674727,0.06863443,3.3,25.488914,9.028251,16.272001,-0.67800003,32.499996,0.41637504,0.416375,0.43325004,0.42852506,9.503251,0.65493447,88.09738,0.4297315,7.721935,4.2000003,36.35109
2005-01-14,-22.970083,-20.1805,-26.7305,0.0,0.33799994,0.33870825,0.32358328,0.32776868,-1.3471667,0.27084827,70.482155,0.0411458,-23.762629,0.0,18.671474,-10.447583,-7.7955,-13.3955,0.0,0.39579174,0.40425,0.4280416,0.42078793,-0.85800004,0.965788,40.0441,0.23276544,-12.432983,0.0,23.441502,-5.6321673,-1.178,-8.328,0.0,0.392625,0.39687505,0.43070832,0.4209375,0.89283365,1.0053753,56.680027,0.23988087,-8.038597,0.0,21.38897
2005-01-15,-23.197166,-18.5805,-27.030499,0.0,0.33687496,0.3377916,0.3239999,0.3277975,-1.6075835,0.28397536,72.84525,0.045402616,-23.97818,0.0,9.449572,-9.803832,-7.6454997,-12.445499,0.0,0.38491663,0.39166668,0.42295823,0.41372415,-1.8955001,0.9179305,35.454987,0.24749711,-11.860687,0.0,12.959999,-6.8904996,-4.178,-8.928,0.0,0.37983334,0.38483325,0.4248334,0.41328332,-0.58425,1.0464654,42.64478,0.29348516,-9.545516,0.0,13.627795
2005-01-16,-21.382582,-16.630499,-26.3305,0.0,0.335875,0.3369166,0.3239999,0.32754374,-1.726333,0.27715126,78.03805,0.038642764,-22.230705,0.0,11.966954,-10.774666,-8.2955,-12.9955,0.4,0.37808326,0.38366655,0.41875005,0.40853587,-2.6121666,0.9310578,42.49715,0.23681898,-12.694557,0.70000005,16.75064,-8.588417,-6.978,-12.478,3.0,0.37262502,0.37787497,0.42049995,0.4081975,-1.13425,0.7789435,58.15665,0.20724128,-10.696468,3.1,20.858265
2005-01-17,-23.52633,-16.280499,-29.7305,0.0,0.335,0.336,0.3239999,0.32729003,-1.872167,0.28590855,77.050255,0.043272913,-24.287725,0.0,10.630672,-11.293416,-7.0955,-14.4955,0.0,0.37320843,0.37812495,0.4152499,0.4045109,-3.3934166,0.865783,41.345417,0.26252258,-13.160778,0.0,12.4811535,-13.182167,-9.278,-16.428,0.0,0.36804172,0.37308344,0.41687497,0.40426043,-2.72175,0.78893256,46.953648,0.20179561,-14.821472,0.0,19.969458
2005-01-18,-10.69925,1.6195,-21.7305,0.70000005,0.33404174,0.335125,0.3239999,0.3270392,-1.8534166,0.53045434,77.406,0.12317169,-11.968937,0.2,33.88019,-8.932999,-3.2455,-14.1455,0.3,0.36974993,0.37370837,0.41212514,0.40109134,-3.0913334,1.2401265,38.29907,0.3351957,-11.250133,0.1,28.551426,-11.0405,-6.278,-14.978,0.0,0.36474994,0.36941662,0.41375002,0.40101,-3.353,0.9584677,44.37765,0.2637033,-13.045849,0.0,26.009842
2005-01-19,-1.8200833,2.2695,-5.7805004,0.0,0.3396251,0.335,0.32416657,0.3275237,-1.5513331,0.642757,85.52119,0.09799749,-3.0334873,0.0,28.856194,-0.15383334,2.2045,-3.6455,0.0,0.36958334,0.37054166,0.40937498,0.39843464,-1.2663332,1.0274365,69.10441,0.2801958,-2.5107434,0.1,27.0,-1.4675833,2.172,-5.828,1.0,0.364875,0.3666251,0.410875,0.39836255,-1.8009166,0.9162619,68.85126,0.26871353,-3.5404978,1.1,29.46947
2005-01-20,-4.703417,-2.0805,-6.9305,0.0,0.33883324,0.3340834,0.32499993,0.32787573,-1.4075837,0.45551515,90.76899,0.0498825,-5.508152,0.0,14.021525,-0.7704999,4.0545,-3.7455,0.0,0.36895835,0.36833334,0.40691674,0.39615706,-0.9100835,0.7836064,71.3225,0.32961234,-2.9972277,0.0,16.80857,-3.0363333,-1.428,-4.928,5.900001,0.36579168,0.36520824,0.40816656,0.3961792,-1.2738333,0.3008011,86.507545,0.08543357,-4.15857,6.000001,18.089775
2005-01-21,-4.6284165,-2.1305,-6.3305,2.0,0.33704162,0.33400008,0.32499993,0.32773298,-1.3221666,0.29008824,89.87589,0.06477991,-5.498249,1.5999999,24.703974,-3.4663336,-1.0455,-6.5455,0.2,0.3674167,0.36666676,0.40475008,0.3941392,-0.8704999,1.125135,61.418518,0.33178797,-5.9622407,0.0,19.164719,-9.755083,-5.8780003,-12.828,0.0,0.36183333,0.3635833,0.40575,0.3938208,-1.7155,0.5571609,78.87476,0.08604583,-11.069215,0.0,18.892282
2005-01-22,-11.772164,-0.5805,-17.3305,0.3,0.3355417,0.33354175,0.32499993,0.32753175,-1.3388335,0.4580235,79.058174,0.072068065,-12.937996,0.4,49.477413,-5.8975835,-1.5455,-10.5455,2.0,0.3662084,0.36545822,0.40275002,0.39236084,-1.2538334,0.73579955,66.7578,0.17716192,-7.871899,2.6999998,38.403748,-7.3467503,-4.678,-12.078,4.299999,0.35908332,0.36216664,0.40325,0.39153096,-1.9155003,0.46396294,81.28009,0.083155304,-8.6299,4.4999995,27.609911
2005-01-23,-12.524249,-6.3305,-20.9805,0.0,0.33429173,0.33300006,0.32499993,0.32733047,-1.4971668,0.43130568,79.692726,0.1008077,-13.742066,0.0,23.83896,-7.7725835,-2.5955,-12.0955,0.0,0.36249998,0.3640833,0.4009166,0.39049247,-2.405917,1.0687628,49.22087,0.3565473,-10.249961,0.0,15.876775,-15.575916,-11.978,-21.828,0.0,0.35699996,0.36062503,0.40087494,0.38935128,-1.6488333,0.57986665,70.69603,0.09764457,-16.864332,0.0,22.505037
2005-01-24,-3.2971668,1.6195,-6.6805,0.0,0.3405417,0.33295837,0.32499993,0.32775918,-1.4471668,0.8222279,83.83394,0.100792795,-4.5392385,0.0,21.933426,-0.6100833,6.7545004,-5.4954996,0.0,0.36229172,0.3625833,0.39929175,0.3889929,-1.5455002,1.7730018,48.269226,0.60359275,-4.0510907,0.0,21.142147,-7.3071666,0.27199998,-21.377998,0.0,0.35537496,0.35937512,0.39837492,0.38717493,-1.6009169,0.9058861,70.70286,0.2149368,-9.135401,0.0,22.401142
2005-01-25,-1.2034168,4.2194996,-7.5305004,0.0,0.37604165,0.33591667,0.32499993,0.3308654,-1.34925,0.79381716,91.49082,0.119856775,-2.0399592,0.0,26.795223,3.508666,12.6045,-3.8455,0.0,0.37312505,0.36249995,0.39762497,0.38853374,-0.6705,1.587893,71.76388,0.7763915,0.88160473,0.0,17.581125,-1.2967502,5.3719997,-10.228,0.0,0.367875,0.35875,0.39600003,0.38620874,-1.3925833,1.1094083,76.2768,0.2929641,-3.221219,0.0,22.183128
2005-01-26,-2.56175,1.6695,-7.9805,0.0,0.3922083,0.35191667,0.32558343,0.33577704,-1.2055,0.49429685,85.97061,0.08810443,-3.725312,0.0,26.486313,1.0899166,4.1045003,-3.8955,0.0,0.37758327,0.36658335,0.3963333,0.38877332,0.27116668,0.703356,77.68788,0.28526798,-0.6935227,0.0,18.79255,-0.13008326,3.922,-5.428,0.1,0.39133325,0.36670837,0.39374998,0.38790214,-0.70300007,0.53105956,84.66305,0.1687308,-1.4491968,0.3,24.36591
2005-01-27,-8.655499,-3.9305,-13.1305,0.0,0.37379172,0.355625,0.32604176,0.33559665,-1.353417,0.5978614,80.56817,0.11923906,-9.977667,0.0,16.179987,-4.6267495,-0.8955,-6.8455,0.0,0.36845836,0.3672917,0.39512506,0.3874133,-0.59341663,1.3495342,48.39963,0.41958237,-7.431396,0.0,16.62249,-10.300917,-6.6280003,-14.278,0.0,0.37541667,0.36999992,0.39174998,0.38603914,-1.4571666,0.80276304,64.01819,0.18520592,-12.093487,0.0,16.992609
2005-01-28,-5.5117497,-1.2305,-8.330501,0.0,0.36545828,0.35537496,0.32700005,0.33565083,-1.443,0.9245546,67.03239,0.2336382,-7.644072,0.0,17.429354,-3.3871663,1.8045,-7.4954996,0.0,0.36329165,0.3660417,0.39408338,0.38603914,-1.1580001,1.571046,38.259964,0.481609,-6.788851,0.0,18.681883,-6.8571663,-0.528,-11.928,0.0,0.3691666,0.368875,0.3897916,0.3839554,-2.3071668,1.1998241,52.152836,0.34560144,-9.453475,0.0,19.592731
2005-01-29,-3.9409163,-0.5805,-7.3305,0.0,0.362125,0.35437503,0.32750002,0.33556747,-1.4492502,0.6656051,71.91618,0.2120482,-5.8868713,0.0,10.883676,-1.1184167,0.50450003,-3.3455,5.4,0.3601251,0.36449996,0.3930417,0.3847438,-0.7975834,0.6789965,67.31997,0.37012005,-3.424175,5.5,14.021525,-1.5321661,0.17199999,-3.7280002,5.3999996,0.36566663,0.36754167,0.38783336,0.38202044,-1.35925,0.62148786,73.30576,0.26505175,-3.2995265,5.5,14.4
2005-01-30,-2.293,0.2195,-5.5805,0.0,0.3614584,0.3534584,0.32800004,0.33568838,-1.368,0.51163423,85.20597,0.14651352,-3.5348063,0.0,8.654986,-1.1892502,4.0045004,-4.9455,0.0,0.363125,0.3631666,0.39200008,0.38392374,-0.8309167,0.96944493,74.82201,0.39538714,-3.223359,0.0,10.787993,-2.5029998,0.722,-6.028,0.0,0.36349997,0.36612502,0.38591674,0.3801912,-1.0404998,0.94376606,83.904655,0.21042484,-3.805378,0.1,11.792404
2005-01-31,-0.7471668,1.8195,-2.7305,0.0,0.37658334,0.3537917,0.32879168,0.3373871,-1.1263332,0.6145906,89.72802,0.17617303,-1.6955246,0.4,7.145796,-1.533,3.2545,-4.8455,0.1,0.36779168,0.36299995,0.3909999,0.38349542,-0.708,0.9773025,66.88832,0.44444263,-4.019551,0.0,10.440001,-5.9300823,0.27199998,-11.478,0.1,0.36599997,0.3649999,0.38395834,0.37871996,-1.2321666,0.9146125,79.760155,0.21841216,-7.4172397,0.1,12.387348
2005-02-01,-0.22633319,2.2695,-2.4305,0.0,0.39258337,0.35979173,0.32929164,0.3401271,-0.90133315,0.56034994,88.89081,0.15602857,-1.2513231,0.0,10.948973,-1.2684168,4.8045,-5.2955,0.0,0.36925006,0.36337495,0.3900833,0.38301623,-0.6038333,1.2621673,69.14266,0.44393277,-3.6634433,0.0,11.269782,-5.853,-0.92800003,-8.628,0.0,0.3665417,0.36454165,0.38204157,0.37728164,-1.3404999,0.7497641,87.29065,0.1375339,-6.8873863,0.0,12.538134
2005-02-02,0.5965833,5.0695,-2.7805,0.0,0.39624998,0.36745837,0.3302916,0.3427138,-0.57633334,0.86847174,83.70988,0.33852774,-0.8497653,0.0,11.013882,-0.6059171,5.4045,-3.8955,0.0,0.36987507,0.36420825,0.38924995,0.382635,-0.35175002,1.1281277,69.75259,0.42935246,-2.9829376,0.0,11.726277,-3.8238332,0.322,-6.8780003,0.0,0.3634999,0.36374995,0.38016668,0.37555256,-1.3446665,0.7352634,81.11356,0.18422335,-5.288593,0.1,12.475961
2005-02-03,1.5424162,12.0195,-5.9305,0.0,0.4009166,0.37666667,0.33162493,0.34593412,-0.418,1.3749963,79.17704,0.67984796,-0.43738973,0.0,17.873554,0.5711667,7.9545,-5.0455,0.0,0.3699167,0.3649999,0.38850006,0.38226423,-0.10799999,1.3960065,76.0452,0.49942213,-1.5264964,0.0,12.641076,-2.6134164,2.872,-7.078,0.1,0.36804166,0.36308327,0.37829158,0.37438044,-1.0634166,1.0188488,83.369194,0.24938786,-4.003659,0.2,10.365251
2005-02-04,5.7632504,14.9695,0.3195,0.0,0.40070832,0.3853333,0.33370838,0.34923962,0.62991667,1.78469,75.81594,0.9670763,3.284798,0.0,19.881649,3.4461663,12.804501,-3.2955,0.0,0.36924997,0.3649999,0.387625,0.38158748,1.0669999,1.5362623,80.25448,0.6652053,1.497888,0.0,12.313894,0.49908313,9.222,-5.328,0.0,0.388375,0.3665,0.3765,0.37523127,-0.7009165,1.3029699,85.16265,0.43295103,-0.88726443,0.0,10.182337
2005-02-05,6.9736657,13.5195,2.2195,0.0,0.3939167,0.38791668,0.33604166,0.35098663,2.48825,2.1512501,70.298515,0.8894242,3.9971972,0.0,29.88,5.5315833,13.6045,-0.5455,0.0,0.36570832,0.36458328,0.38662502,0.38053212,2.2399168,1.8537261,74.23071,0.80271196,2.9693325,0.0,19.829433,3.347,11.772,-2.9780002,0.0,0.3984584,0.37837496,0.37487498,0.3772608,0.19283335,1.5878636,82.639946,0.58973974,1.6040559,0.0,14.8257065
2005-02-06,5.2590837,8.4695,-1.4805,11.499999,0.4122083,0.398625,0.3387917,0.35649586,2.3174167,0.66658354,84.54727,0.46866554,3.7496727,0.1,25.699057,6.8607507,9.9045,4.1545,2.9,0.364875,0.3634583,0.38570842,0.37957743,3.4545002,0.9686884,77.26412,0.35813314,4.6793923,0.0,18.899143,5.7344995,10.922,1.7720001,0.0,0.39462495,0.38695845,0.3738334,0.37804505,1.7532501,1.3395226,72.42915,0.513026,3.1384537,0.0,17.388409
2005-02-07,-4.5075836,-1.9305,-7.7305,4.1,0.40325,0.40737507,0.34512505,0.3622663,-0.063833326,1.0568222,61.255337,0.29322988,-6.8446593,4.1,22.668568,7.721166,10.9545,3.4045,7.299999,0.40787503,0.3799583,0.3850001,0.3855425,5.7565837,0.33988345,95.98861,0.09946871,7.25177,0.0,16.92383,6.7011666,7.922,5.722,14.0,0.4197917,0.4074583,0.37420833,0.38438168,2.8282502,0.48751274,88.44451,0.2821477,5.539519,0.0,20.192118
2005-02-08,-6.0617504,-1.8805,-10.2305,2.0,0.3885,0.39604166,0.3494166,0.3619438,-0.8471666,0.9917369,58.390305,0.26143968,-8.424674,2.1000001,14.512064,2.4565833,4.1545,1.0044999,3.0000002,0.40258333,0.39579162,0.38541666,0.38879713,3.6399171,0.5316679,85.51498,0.23014027,1.1262255,0.70000005,16.179987,4.017833,6.772,1.8720001,2.3,0.41729167,0.41975,0.3812083,0.39182794,2.5761669,0.30947936,94.455894,0.103566945,3.4407597,0.0,16.071491
2005-02-09,-5.403417,-3.5305,-8.9805,1.4000001,0.38104168,0.388375,0.35187507,0.36158168,-0.8221667,0.75425136,74.88734,0.18699774,-7.1121955,1.8000002,17.974781,-0.6246668,1.6044999,-2.5955,2.1,0.38816667,0.39429167,0.386,0.387893,1.5524167,0.720491,76.36338,0.2516244,-2.5164216,2.5999997,20.288164,-0.121749945,1.672,-2.328,3.9999998,0.39737496,0.40779173,0.3849167,0.39059255,1.0553335,0.70415837,80.88282,0.21782124,-1.715114,4.1,14.773164
2005-02-10,-7.4304996,0.119500004,-15.080501,0.0,0.37641665,0.38274992,0.3535417,0.36127672,-1.0950834,1.0866838,68.24035,0.313965,-9.455912,0.0,15.124284,-3.7309167,-0.94549996,-6.1454997,0.0,0.3799583,0.39004168,0.38675007,0.38696575,0.07116666,1.1378111,64.19165,0.27384895,-6.1299243,0.0,19.64228,-2.9967499,-0.878,-4.928,0.1,0.387625,0.39912498,0.386,0.3888701,0.06366666,1.0521803,64.50942,0.30118462,-5.409432,0.5,22.91026
2005-02-11,0.7861667,8.919499,-4.7305,0.0,0.3823333,0.37925002,0.3547083,0.3617958,-0.6846666,1.7860793,62.29581,0.7103256,-2.2739396,0.0,17.87718,-0.5934165,6.9045,-6.0955,0.0,0.3792083,0.3861251,0.38658336,0.38597086,-0.11633331,1.6384549,65.36396,0.53226846,-3.2982967,0.0,19.852295,-1.875917,4.472,-6.3780003,0.0,0.38241664,0.39283335,0.38554177,0.3868542,-0.3613334,1.4004637,67.80127,0.38829145,-4.279843,0.0,21.129885
2005-02-12,2.0424168,9.419499,-3.6805,0.0,0.3903333,0.38041672,0.35574996,0.36335087,0.061166685,1.4163494,72.4589,0.6082537,-0.36108747,0.0,14.336861,4.0503335,11.4545,-1.3455,0.0,0.38187504,0.38395834,0.386,0.38528255,1.9211668,1.6117806,75.213425,0.543021,1.7917542,0.0,15.1884165,3.2470005,10.772,-1.9779999,0.0,0.38545838,0.3887917,0.38462496,0.38555834,0.9845,1.8143145,69.929085,0.58766335,0.5984523,0.0,16.766108
2005-02-13,4.077833,5.0195,2.5695,20.0,0.42658338,0.414875,0.36054167,0.37657464,1.5174168,0.18497786,98.06543,0.0408383,3.8021586,0.0,19.592731,7.0336666,11.4045,3.6545,20.9,0.41475,0.4041667,0.38800004,0.39326748,4.612833,0.22348218,96.21076,0.08380079,6.596229,0.0,23.47741,4.149083,8.022,0.37199998,9.2,0.4042084,0.39712498,0.38387492,0.38808087,1.7636667,0.30819306,92.653625,0.0942806,3.4003668,0.0,30.589407
2005-02-14,5.17575,12.8195,0.9695,1.0,0.41212502,0.41891667,0.37320837,0.3855313,2.9111664,1.6224563,78.672165,0.8129928,3.0423038,0.0,24.33664,7.596167,11.054501,4.8045,0.2,0.4107083,0.4200833,0.39975002,0.40478715,6.6711674,1.1803732,83.022575,0.5104216,5.9111333,0.0,29.09103,7.9865823,10.972,4.272,9.999999,0.41254175,0.42079163,0.3931249,0.40029418,5.6657505,0.59698206,89.179955,0.3220275,6.9124713,0.0,29.024128
2005-02-15,1.5924166,3.2195,-0.5305,0.0,0.3924584,0.40399992,0.3776249,0.38420212,1.0965834,1.1546072,65.29691,0.3877112,-1.1579564,0.0,21.129885,8.906583,16.2045,2.1545,3.0,0.402125,0.40887502,0.40200007,0.4034525,7.7711663,2.0658088,73.72031,0.84197044,6.189491,0.0,28.266306,9.851167,17.972,3.472,2.4,0.39508334,0.4073334,0.39799988,0.3997558,7.1365833,2.3294313,73.54189,1.162015,6.948065,0.0,24.288662
2005-02-16,-1.1971666,3.0195,-4.0805,0.0,0.38320827,0.3952917,0.37900004,0.38271582,0.23616667,1.8603332,49.276535,0.5169391,-4.555707,0.0,28.357857,0.6399167,4.2545004,-3.3955,1.0,0.4004583,0.4050834,0.40200007,0.40253958,3.8295004,1.6405984,64.10353,0.48297465,-2.064988,0.1,23.83896,1.3949165,4.472,-0.878,7.3,0.40779164,0.41404167,0.39929163,0.40298417,4.236583,1.4084636,72.66101,0.4369376,-0.7922433,2.4,23.157824
