date,close_wheat,high_wheat,low_wheat,open_wheat,volume_wheat
2011-12-21,106.8499984741211,106.8499984741211,104.19999694824219,105.5999984741211,80
2011-12-22,107.69999694824219,107.69999694824219,106.6500015258789,106.6500015258789,120
2011-12-23,107.4000015258789,107.44999694824219,107.1500015258789,107.19999694824219,140
2011-12-27,111.0999984741211,111.0999984741211,107.4000015258789,107.6500015258789,240
2011-12-28,111.0,111.0,110.5,110.5,180
2011-12-29,111.6500015258789,111.80000305175781,110.8499984741211,111.5,540
2011-12-30,112.0,112.05000305175781,111.44999694824219,111.5,740
2012-01-03,112.30000305175781,114.75,112.30000305175781,112.80000305175781,1220
2012-01-04,111.0,113.19999694824219,111.0,113.19999694824219,200
2012-01-05,108.6500015258789,109.0,108.1500015258789,109.0,280
2012-01-06,107.9000015258789,108.3499984741211,107.19999694824219,108.3499984741211,200
2012-01-09,109.3499984741211,109.3499984741211,109.0999984741211,109.0999984741211,80
2012-01-10,108.80000305175781,109.30000305175781,108.80000305175781,109.30000305175781,40
2012-01-11,111.25,111.25,108.75,110.4000015258789,180
2012-01-12,105.80000305175781,106.75,103.6500015258789,106.0999984741211,860
2012-01-13,104.6500015258789,105.44999694824219,104.0999984741211,105.44999694824219,680
2012-01-17,104.80000305175781,106.3499984741211,104.69999694824219,106.3499984741211,360
2012-01-18,102.5,103.8499984741211,102.5,103.8499984741211,240
2012-01-19,102.5,102.5,102.44999694824219,102.44999694824219,60
2012-01-20,102.55000305175781,102.6500015258789,102.25,102.25,160
2012-01-23,105.3499984741211,105.3499984741211,105.3499984741211,105.3499984741211,20
2012-01-24,105.3499984741211,105.3499984741211,105.3499984741211,105.3499984741211,0
2012-01-25,108.5,109.5999984741211,106.5999984741211,108.0,1840
2012-01-26,109.05000305175781,111.0,108.75,110.0,700
2012-01-27,108.9000015258789,108.9000015258789,108.75,108.8499984741211,340
2012-01-30,108.75,108.75,106.5,107.55000305175781,2200
2012-01-31,112.19999694824219,112.19999694824219,108.75,110.30000305175781,1400
2012-02-01,111.5,112.30000305175781,111.5,112.30000305175781,900
2012-02-02,111.5,111.5,111.5,111.5,0
2012-02-03,111.19999694824219,112.5,110.3499984741211,112.5,300
2012-02-06,110.94999694824219,111.25,109.19999694824219,111.19999694824219,540
2012-02-07,109.75,110.5,109.19999694824219,109.19999694824219,120
2012-02-08,108.80000305175781,108.94999694824219,108.80000305175781,108.94999694824219,120
2012-02-09,106.5999984741211,109.0,106.30000305175781,107.9000015258789,780
2012-02-10,105.8499984741211,106.0999984741211,105.8499984741211,105.94999694824219,120
2012-02-13,105.9000015258789,105.9000015258789,104.05000305175781,105.44999694824219,220
2012-02-14,104.4000015258789,105.55000305175781,104.4000015258789,105.55000305175781,680
2012-02-15,103.0999984741211,104.0,103.0999984741211,104.0,120
2012-02-16,103.19999694824219,103.19999694824219,103.19999694824219,103.19999694824219,80
2012-02-17,104.4000015258789,105.5,104.4000015258789,104.44999694824219,140
2012-02-21,103.1500015258789,104.75,102.80000305175781,104.75,420
2012-02-22,104.30000305175781,104.4000015258789,104.05000305175781,104.05000305175781,140
2012-02-23,104.0999984741211,104.19999694824219,104.05000305175781,104.19999694824219,440
2012-02-24,103.80000305175781,106.44999694824219,103.55000305175781,103.55000305175781,1080
2012-02-27,105.25,105.25,102.94999694824219,104.05000305175781,1180
2012-02-28,109.0,109.0,106.55000305175781,107.1500015258789,1300
2012-02-29,108.0999984741211,109.69999694824219,107.9000015258789,109.69999694824219,580
2012-03-01,108.44999694824219,108.6500015258789,108.44999694824219,108.44999694824219,280
2012-03-02,108.94999694824219,108.94999694824219,107.5,107.9000015258789,300
2012-03-05,108.75,109.4000015258789,108.75,109.4000015258789,440
2012-03-06,107.5,107.75,106.44999694824219,107.0,2140
2012-03-07,103.5,105.5,103.5,105.5,140
2012-03-08,103.25,103.55000305175781,103.25,103.55000305175781,320
2012-03-09,103.94999694824219,105.30000305175781,103.25,105.30000305175781,480
2012-03-12,105.5999984741211,105.6500015258789,105.25,105.25,900
2012-03-13,105.5999984741211,105.5999984741211,105.5999984741211,105.5999984741211,0
2012-03-14,105.30000305175781,105.30000305175781,104.3499984741211,104.69999694824219,200
2012-03-15,106.3499984741211,106.3499984741211,106.30000305175781,106.30000305175781,40
2012-03-16,105.25,106.6500015258789,105.25,106.3499984741211,160
2012-03-19,105.5999984741211,107.44999694824219,105.5999984741211,106.5,480
2012-03-20,103.5,104.19999694824219,103.5,103.94999694824219,400
2012-03-21,103.80000305175781,103.80000305175781,103.80000305175781,103.80000305175781,40
2012-03-22,102.25,102.25,102.25,102.25,40
2012-03-23,106.75,106.75,106.75,106.75,60
2012-03-26,105.8499984741211,107.25,105.8499984741211,106.6500015258789,2760
2012-03-27,104.05000305175781,106.5,104.05000305175781,105.94999694824219,1420
2012-03-28,104.69999694824219,105.5999984741211,104.69999694824219,105.5999984741211,80
2012-03-29,100.25,101.9000015258789,100.0,101.5,1040
2012-03-30,105.44999694824219,107.6500015258789,103.5,103.5,2020
2012-04-02,106.0,106.4000015258789,102.5,106.4000015258789,280
2012-04-03,105.8499984741211,105.8499984741211,105.8499984741211,105.8499984741211,440
2012-04-04,103.30000305175781,104.5,103.30000305175781,104.5,60
2012-04-05,102.6500015258789,103.69999694824219,102.5,103.3499984741211,1480
2012-04-09,102.30000305175781,102.30000305175781,102.30000305175781,102.30000305175781,40
2012-04-10,99.4000015258789,102.0999984741211,99.4000015258789,102.0999984741211,160
2012-04-11,100.5999984741211,102.19999694824219,100.5999984741211,102.19999694824219,120
2012-04-12,102.25,102.25,102.25,102.25,40
2012-04-13,99.5999984741211,102.80000305175781,99.5999984741211,102.80000305175781,200
2012-04-16,99.4000015258789,99.4000015258789,98.1500015258789,98.75,360
2012-04-17,98.8499984741211,99.4000015258789,98.8499984741211,99.4000015258789,1240
2012-04-18,97.44999694824219,97.5,97.44999694824219,97.5,120
2012-04-19,98.55000305175781,99.5999984741211,98.55000305175781,99.0999984741211,1500
2012-04-20,99.0999984741211,99.0999984741211,98.69999694824219,98.69999694824219,60
2012-04-23,100.0999984741211,100.0999984741211,99.80000305175781,99.80000305175781,240
2012-04-24,101.55000305175781,102.1500015258789,100.4000015258789,100.4000015258789,1080
2012-04-25,101.1500015258789,102.19999694824219,101.1500015258789,102.19999694824219,220
2012-04-26,98.94999694824219,100.69999694824219,98.94999694824219,100.69999694824219,300
2012-04-27,102.25,102.25,101.19999694824219,101.19999694824219,680
2012-04-30,102.1500015258789,102.25,102.1500015258789,102.19999694824219,240
2012-05-01,102.1500015258789,102.1500015258789,102.1500015258789,102.1500015258789,0
2012-05-02,98.0,99.25,97.5,99.25,3200
2012-05-03,97.69999694824219,97.80000305175781,96.5,96.5,1300
2012-05-04,95.19999694824219,96.25,95.0,96.25,300
2012-05-07,96.25,96.25,96.25,96.25,300
2012-05-08,96.55000305175781,97.69999694824219,96.55000305175781,97.0999984741211,400
2012-05-09,97.0,97.0,97.0,97.0,20
2012-05-10,93.19999694824219,93.94999694824219,93.19999694824219,93.94999694824219,340
2012-05-11,94.5,94.5,94.5,94.5,100
2012-05-14,93.0,94.0,92.69999694824219,92.69999694824219,180
2012-05-15,94.75,94.75,94.69999694824219,94.75,140
2012-05-16,99.0,109.94999694824219,95.8499984741211,95.8499984741211,720
2012-05-17,98.55000305175781,100.1500015258789,98.55000305175781,99.0,620
2012-05-18,102.94999694824219,104.75,102.3499984741211,102.3499984741211,1400
2012-05-21,104.4000015258789,106.94999694824219,104.05000305175781,104.25,600
2012-05-22,103.5,105.44999694824219,102.19999694824219,104.19999694824219,1700
2012-05-23,101.44999694824219,102.30000305175781,100.6500015258789,100.8499984741211,1020
2012-05-24,102.69999694824219,102.69999694824219,102.30000305175781,102.30000305175781,240
2012-05-25,103.25,103.25,102.94999694824219,102.94999694824219,260
2012-05-29,101.4000015258789,101.4000015258789,101.4000015258789,101.4000015258789,240
2012-05-30,99.75,100.5,99.3499984741211,99.3499984741211,220
2012-05-31,100.25,100.25,99.94999694824219,99.94999694824219,80
2012-06-01,97.8499984741211,99.5,95.9000015258789,98.05000305175781,1100
2012-06-04,99.1500015258789,99.1500015258789,96.8499984741211,96.8499984741211,100
2012-06-05,95.6500015258789,97.0999984741211,95.0,97.0999984741211,360
2012-06-06,95.44999694824219,97.25,95.44999694824219,97.25,280
2012-06-07,95.44999694824219,95.44999694824219,95.44999694824219,95.44999694824219,0
2012-06-08,99.30000305175781,99.30000305175781,99.30000305175781,99.30000305175781,80
2012-06-11,98.25,99.05000305175781,98.25,99.05000305175781,260
2012-06-12,100.5,100.5,96.44999694824219,97.80000305175781,1300
2012-06-13,96.19999694824219,96.19999694824219,96.0,96.0,40
2012-06-14,96.1500015258789,98.0,93.19999694824219,96.9000015258789,2760
2012-06-15,94.3499984741211,98.4000015258789,94.25,95.94999694824219,1380
2012-06-18,96.5999984741211,98.0,95.0,95.0,100
2012-06-19,100.0,101.0,97.9000015258789,99.1500015258789,3880
2012-06-20,100.8499984741211,103.25,99.6500015258789,99.6500015258789,3460
2012-06-21,100.5,102.8499984741211,97.5,100.0999984741211,12860
2012-06-22,100.30000305175781,102.80000305175781,90.05000305175781,102.0,3120
2012-06-25,108.3499984741211,109.55000305175781,103.55000305175781,103.55000305175781,3180
2012-06-26,109.80000305175781,109.80000305175781,105.55000305175781,108.4000015258789,1040
2012-06-27,108.44999694824219,110.75,108.44999694824219,110.25,1400
2012-06-28,109.94999694824219,110.0999984741211,108.75,110.0999984741211,580
2012-06-29,110.55000305175781,111.0,108.5999984741211,108.5999984741211,680
2012-07-02,112.0,112.0,110.0,111.8499984741211,3020
2012-07-03,114.19999694824219,114.44999694824219,112.30000305175781,112.30000305175781,2100
2012-07-05,119.6500015258789,119.8499984741211,115.44999694824219,115.44999694824219,4040
2012-07-06,115.25,116.5999984741211,115.25,115.94999694824219,3100
2012-07-09,118.0999984741211,118.55000305175781,117.5999984741211,118.19999694824219,2740
2012-07-10,117.25,118.1500015258789,114.9000015258789,116.05000305175781,2040
2012-07-11,115.6500015258789,118.5,114.19999694824219,118.3499984741211,1800
2012-07-12,119.3499984741211,120.05000305175781,117.80000305175781,118.1500015258789,2840
2012-07-13,119.80000305175781,120.9000015258789,118.75,120.69999694824219,760
2012-07-16,123.30000305175781,123.4000015258789,121.5999984741211,121.80000305175781,3500
2012-07-17,123.19999694824219,124.0,121.30000305175781,122.80000305175781,2320
2012-07-18,124.44999694824219,124.44999694824219,121.69999694824219,122.0,820
2012-07-19,123.3499984741211,126.25,122.1500015258789,125.5999984741211,3400
2012-07-20,124.19999694824219,125.1500015258789,123.9000015258789,124.4000015258789,2260
2012-07-23,121.9000015258789,124.19999694824219,121.9000015258789,122.94999694824219,1300
2012-07-24,118.69999694824219,119.75,116.5,119.6500015258789,6860
2012-07-25,123.0,123.05000305175781,121.5,122.55000305175781,1420
2012-07-26,120.0,122.25,120.0,122.25,1920
2012-07-27,123.0,124.0999984741211,122.1500015258789,122.69999694824219,2560
2012-07-30,124.30000305175781,125.1500015258789,124.30000305175781,124.94999694824219,1540
2012-07-31,122.0999984741211,124.5999984741211,121.4000015258789,124.5,1800
2012-08-01,122.9000015258789,129.6999969482422,119.9000015258789,120.30000305175781,7500
2012-08-02,119.6500015258789,121.0999984741211,119.19999694824219,120.55000305175781,5740
2012-08-03,123.75,124.5,121.55000305175781,121.55000305175781,4080
2012-08-06,124.1500015258789,124.1500015258789,122.0,122.55000305175781,1520
2012-08-07,124.0,124.0,122.5,124.0,640
2012-08-08,123.25,123.8499984741211,121.9000015258789,122.25,1260
2012-08-09,126.25,126.25,124.80000305175781,124.9000015258789,860
2012-08-10,124.30000305175781,125.19999694824219,122.69999694824219,124.1500015258789,4080
2012-08-13,120.30000305175781,122.0999984741211,117.75,122.0999984741211,980
2012-08-14,118.69999694824219,120.6500015258789,117.94999694824219,120.5,1200
2012-08-15,118.5,119.25,117.5,118.80000305175781,1120
2012-08-16,120.9000015258789,121.1500015258789,120.1500015258789,120.1500015258789,1340
2012-08-17,121.44999694824219,122.5,121.4000015258789,121.4000015258789,640
2012-08-20,123.94999694824219,123.94999694824219,121.5,121.5,320
2012-08-21,126.5,126.5,124.05000305175781,124.05000305175781,1700
2012-08-22,125.80000305175781,125.80000305175781,123.9000015258789,124.5,600
2012-08-23,122.30000305175781,125.25,122.25,125.0,740
2012-08-24,121.55000305175781,123.4000015258789,121.55000305175781,123.0,500
2012-08-27,120.8499984741211,122.0,120.8499984741211,121.44999694824219,1760
2012-08-28,121.8499984741211,121.8499984741211,120.25,120.44999694824219,620
2012-08-29,124.3499984741211,124.3499984741211,121.5999984741211,121.5999984741211,540
2012-08-30,124.94999694824219,124.94999694824219,123.19999694824219,123.55000305175781,1780
2012-08-31,122.94999694824219,122.94999694824219,121.30000305175781,122.75,2780
2012-09-04,122.69999694824219,122.69999694824219,121.80000305175781,122.5,120
2012-09-05,119.94999694824219,121.44999694824219,119.69999694824219,121.44999694824219,580
2012-09-06,122.5,122.55000305175781,120.75,120.75,460
2012-09-07,123.5999984741211,124.44999694824219,122.25,122.25,2120
2012-09-10,122.19999694824219,124.30000305175781,122.0999984741211,124.30000305175781,3920
2012-09-11,121.69999694824219,123.0,121.5,122.25,860
2012-09-12,122.5999984741211,122.5999984741211,120.5999984741211,121.25,1000
2012-09-13,123.75,126.8499984741211,122.55000305175781,124.4000015258789,3140
2012-09-14,126.75,126.9000015258789,125.3499984741211,125.44999694824219,4660
2012-09-17,121.69999694824219,124.5999984741211,121.25,124.5999984741211,6420
2012-09-18,119.25,122.0,119.25,121.3499984741211,2000
2012-09-19,120.8499984741211,120.94999694824219,120.5,120.94999694824219,580
2012-09-20,120.69999694824219,122.3499984741211,120.4000015258789,121.05000305175781,980
2012-09-21,123.5,123.5,122.0999984741211,122.44999694824219,3500
2012-09-24,123.05000305175781,123.05000305175781,121.05000305175781,122.05000305175781,2720
2012-09-25,121.6500015258789,122.44999694824219,121.0,122.4000015258789,460
2012-09-26,119.5999984741211,120.8499984741211,119.0999984741211,120.80000305175781,3020
2012-09-27,117.4000015258789,119.30000305175781,117.0999984741211,119.05000305175781,2180
2012-09-28,122.4000015258789,123.05000305175781,120.0999984741211,120.19999694824219,2500
2012-10-01,119.9000015258789,122.1500015258789,119.9000015258789,121.94999694824219,2320
2012-10-02,120.0999984741211,120.0999984741211,119.0,119.5,320
2012-10-03,119.3499984741211,119.5999984741211,118.5,118.69999694824219,1140
2012-10-04,119.3499984741211,120.55000305175781,119.3499984741211,120.55000305175781,260
2012-10-05,118.3499984741211,118.55000305175781,118.3499984741211,118.55000305175781,120
2012-10-08,118.25,119.0,118.25,118.44999694824219,220
2012-10-09,119.05000305175781,119.44999694824219,119.05000305175781,119.05000305175781,520
2012-10-10,119.05000305175781,119.9000015258789,118.80000305175781,119.0,180
2012-10-11,121.30000305175781,121.80000305175781,120.0,120.25,560
2012-10-12,118.1500015258789,120.19999694824219,117.6500015258789,120.1500015258789,1380
2012-10-15,116.25,117.6500015258789,116.25,117.6500015258789,760
2012-10-16,116.75,117.5999984741211,116.19999694824219,117.3499984741211,980
2012-10-17,117.69999694824219,117.69999694824219,116.94999694824219,116.94999694824219,280
2012-10-18,118.69999694824219,123.19999694824219,118.44999694824219,118.5999984741211,1060
2012-10-19,120.0,120.0999984741211,119.75,119.75,440
2012-10-22,120.25,129.39999389648438,120.0,120.4000015258789,9700
2012-10-23,119.25,119.8499984741211,118.5,119.1500015258789,860
2012-10-24,121.05000305175781,122.25,120.0,120.0,4100
2012-10-25,120.8499984741211,121.5,120.25,120.75,360
2012-10-26,119.6500015258789,119.75,119.6500015258789,119.75,300
2012-10-31,119.9000015258789,120.0999984741211,117.25,119.55000305175781,3540
2012-11-01,120.1500015258789,121.0999984741211,119.6500015258789,120.4000015258789,840
2012-11-02,121.1500015258789,121.1500015258789,119.75,120.0,2980
2012-11-05,120.55000305175781,120.69999694824219,119.69999694824219,120.5999984741211,2220
2012-11-06,120.6500015258789,122.25,120.6500015258789,121.0,1400
2012-11-07,124.30000305175781,125.44999694824219,121.05000305175781,121.9000015258789,5340
2012-11-08,124.30000305175781,124.3499984741211,122.5,122.5,1220
2012-11-09,122.25,124.05000305175781,122.1500015258789,122.8499984741211,4260
2012-11-12,118.44999694824219,121.19999694824219,118.30000305175781,121.1500015258789,2180
2012-11-13,117.5,117.9000015258789,117.0,117.0,1100
2012-11-14,117.55000305175781,118.1500015258789,117.30000305175781,118.1500015258789,280
2012-11-15,116.80000305175781,117.9000015258789,116.80000305175781,117.8499984741211,160
2012-11-16,115.55000305175781,116.94999694824219,115.0,116.94999694824219,2200
2012-11-19,116.30000305175781,117.0,116.30000305175781,116.5,1160
2012-11-20,117.0,117.19999694824219,115.6500015258789,116.30000305175781,3100
2012-11-21,116.25,117.0,116.25,116.80000305175781,860
2012-11-23,116.25,116.25,116.25,116.25,0
2012-11-26,117.30000305175781,117.55000305175781,117.0,117.5,3760
2012-11-27,120.44999694824219,120.44999694824219,118.25,118.25,3320
2012-11-28,120.55000305175781,121.1500015258789,119.4000015258789,120.4000015258789,1920
2012-11-29,120.05000305175781,120.8499984741211,119.8499984741211,120.6500015258789,2040
2012-11-30,117.80000305175781,119.80000305175781,117.69999694824219,119.44999694824219,1320
2012-12-03,117.3499984741211,119.1500015258789,117.3499984741211,119.1500015258789,1060
2012-12-04,117.0,117.0,116.75,116.75,80
2012-12-05,117.44999694824219,117.8499984741211,116.80000305175781,116.8499984741211,600
2012-12-06,117.80000305175781,117.80000305175781,116.75,117.25,2500
2012-12-07,117.30000305175781,117.6500015258789,116.69999694824219,117.19999694824219,660
2012-12-10,116.25,116.69999694824219,115.8499984741211,116.69999694824219,1920
2012-12-11,112.69999694824219,114.94999694824219,112.44999694824219,114.5,3100
2012-12-12,111.9000015258789,113.30000305175781,111.75,113.0,2440
2012-12-13,111.44999694824219,112.30000305175781,110.30000305175781,112.30000305175781,3160
2012-12-14,112.19999694824219,112.19999694824219,111.75,111.75,300
2012-12-17,111.0,111.9000015258789,110.8499984741211,111.9000015258789,1180
2012-12-18,111.25,111.25,110.0999984741211,110.3499984741211,3180
2012-12-19,110.44999694824219,112.25,109.8499984741211,111.9000015258789,1700
2012-12-20,108.25,108.55000305175781,107.55000305175781,107.80000305175781,1240
2012-12-21,108.6500015258789,109.1500015258789,108.25,108.69999694824219,2860
2012-12-24,108.3499984741211,108.55000305175781,108.25,108.55000305175781,1800
2012-12-26,105.9000015258789,114.25,103.30000305175781,103.30000305175781,940
2012-12-27,106.1500015258789,106.1500015258789,105.19999694824219,106.1500015258789,4040
2012-12-28,106.69999694824219,106.9000015258789,105.0999984741211,106.9000015258789,2620
2012-12-31,106.5999984741211,106.5999984741211,105.5,105.5999984741211,5420
2013-01-02,103.1500015258789,112.5,103.0,111.94999694824219,7500
2013-01-03,103.25,103.9000015258789,102.9000015258789,102.9000015258789,2160
2013-01-04,102.0999984741211,103.0999984741211,101.30000305175781,103.0999984741211,2140
2013-01-07,102.75,102.8499984741211,101.94999694824219,102.5999984741211,2540
2013-01-08,102.6500015258789,103.5999984741211,102.5,102.94999694824219,3920
2013-01-09,102.1500015258789,103.80000305175781,101.69999694824219,102.9000015258789,3740
2013-01-10,101.6500015258789,102.55000305175781,101.5,102.25,3600
2013-01-11,102.94999694824219,104.05000305175781,100.75,101.69999694824219,3840
2013-01-14,104.19999694824219,104.80000305175781,103.80000305175781,104.4000015258789,3060
2013-01-15,106.4000015258789,106.9000015258789,104.5,104.55000305175781,5000
2013-01-16,107.44999694824219,110.0,105.5,106.9000015258789,6620
2013-01-17,106.5999984741211,106.6500015258789,105.5999984741211,105.9000015258789,3720
2013-01-18,107.25,109.69999694824219,105.75,106.05000305175781,4040
2013-01-22,105.9000015258789,108.1500015258789,105.55000305175781,107.94999694824219,5800
2013-01-23,105.44999694824219,106.19999694824219,104.94999694824219,105.55000305175781,2160
2013-01-24,104.05000305175781,104.8499984741211,103.69999694824219,104.3499984741211,3820
2013-01-25,105.0999984741211,105.30000305175781,104.4000015258789,104.4000015258789,1800
2013-01-28,105.25,105.55000305175781,104.55000305175781,105.0,3680
2013-01-29,105.3499984741211,105.94999694824219,105.3499984741211,105.6500015258789,940
2013-01-30,107.44999694824219,107.44999694824219,105.5999984741211,105.75,2520
2013-01-31,105.94999694824219,105.94999694824219,105.0,105.9000015258789,2820
2013-02-01,103.6500015258789,106.55000305175781,103.55000305175781,106.05000305175781,3700
2013-02-04,103.25,104.30000305175781,103.25,104.25,2120
2013-02-05,102.9000015258789,103.0999984741211,102.0,103.0,2600
2013-02-06,102.55000305175781,103.05000305175781,101.19999694824219,101.9000015258789,2800
2013-02-07,101.44999694824219,102.3499984741211,101.44999694824219,102.3499984741211,1760
2013-02-08,102.0,103.0,101.25,101.69999694824219,3980
2013-02-11,99.8499984741211,101.44999694824219,99.8499984741211,101.25,2400
2013-02-12,98.6500015258789,99.8499984741211,98.30000305175781,99.6500015258789,5840
2013-02-13,99.6500015258789,99.75,98.0999984741211,98.30000305175781,12460
2013-02-14,99.4000015258789,99.9000015258789,98.25,99.19999694824219,4340
2013-02-15,100.19999694824219,100.4000015258789,99.0,99.8499984741211,5820
2013-02-19,98.30000305175781,100.25,97.8499984741211,100.25,9000
2013-02-20,99.4000015258789,99.5999984741211,98.05000305175781,98.94999694824219,12320
2013-02-21,96.6500015258789,98.75,96.5999984741211,98.75,9480
2013-02-22,96.19999694824219,97.5999984741211,96.0999984741211,97.19999694824219,2220
2013-02-25,94.30000305175781,95.9000015258789,94.19999694824219,95.5,3740
2013-02-26,95.0,95.1500015258789,94.1500015258789,94.25,1560
2013-02-27,94.80000305175781,96.30000305175781,94.75,96.19999694824219,680
2013-02-28,95.5999984741211,96.25,95.0999984741211,95.80000305175781,4480
2013-03-01,95.8499984741211,96.5,94.25,95.0,1920
2013-03-04,93.9000015258789,95.4000015258789,92.94999694824219,95.1500015258789,3900
2013-03-05,94.19999694824219,94.4000015258789,93.44999694824219,93.9000015258789,2720
2013-03-06,91.44999694824219,93.69999694824219,91.30000305175781,93.25,6600
2013-03-07,92.5,92.5,91.5999984741211,91.94999694824219,2620
2013-03-08,92.44999694824219,94.1500015258789,92.1500015258789,92.4000015258789,3240
2013-03-11,93.5999984741211,94.1500015258789,92.3499984741211,92.69999694824219,3760
2013-03-12,93.5,94.1500015258789,92.6500015258789,93.0,7560
2013-03-13,94.0,94.4000015258789,93.3499984741211,93.5,2320
2013-03-14,96.0,96.05000305175781,94.30000305175781,94.30000305175781,3880
2013-03-15,95.75,95.94999694824219,94.69999694824219,95.3499984741211,1340
2013-03-18,95.05000305175781,95.94999694824219,93.9000015258789,95.94999694824219,2020
2013-03-19,95.5,95.9000015258789,94.44999694824219,95.0,1140
2013-03-20,96.9000015258789,98.55000305175781,96.1500015258789,96.55000305175781,4640
2013-03-21,96.5999984741211,97.05000305175781,95.9000015258789,97.0,2400
